headline,rank,scraped_at,source,topic_name
Former Russian president warns of WWIII,12,2022-06-28 14:00:48.110471+00:00,washingtonexaminer,Putin Would Warns Crisis
Sanctions Push Russia Near First Foreign Default Since Revolution,13,2022-06-26 14:01:47.514486+00:00,wsj,Sanctions Russia Default Foreign
G-7 Close to Pact on Exploring New Sanction Capping Russian Oil Price,13,2022-06-27 01:01:31.066882+00:00,wsj,Oil Cap Russian
Russian strategic bombers strike Kyiv,13,2022-06-27 01:01:08.806617+00:00,cnn,Kyiv Missiles Russian
Russia retreats from Snake Island after 'successful' Ukrainian operation,13,2022-06-30 14:00:50.737038+00:00,washingtonexaminer,Snake Island Russian Forces
Russia Fires Barrage of Missiles at Targets Across Ukraine,14,2022-06-25 14:00:34.437725+00:00,nytimes,Kyiv Missiles Russian
Private Sector’s Role in Climate Fight Grows During War in Ukraine,14,2022-07-01 14:01:07.401061+00:00,wsj,Ukraine
US to boost troop level in Europe as NATO unveils expansion,15,2022-06-30 01:00:36.012545+00:00,cnn,Nato Russia China Readiness
NATO warns Moscow as Putin ally says Russia ‘considering’ attack on Lithuania,16,2022-06-28 01:00:45.244939+00:00,washingtonexaminer,Nato Russia China Readiness
"ON THE 'LIST': Russia targets first lady Jill Biden, daughter with new sanctions",16,2022-06-28 14:00:26.322088+00:00,foxnews,Sanctions Russia Default Foreign
Russian Gas Cuts Push Uniper Into Bailout Talks,16,2022-06-30 14:01:06.670074+00:00,wsj,Oil Cap Russian
The war in Ukraine is on track to be among modern history’s bloodiest,16,2022-06-26 01:00:53.511326+00:00,washingtonpost,Ukraine
"Russian forces 'hurriedly evacuated' infamous Snake Island, says Ukrainian military",16,2022-06-30 14:00:29.821248+00:00,foxnews,Snake Island Russian Forces
"After Months of Bombardment, Ukraine Withdraws From Sievierodonetsk",17,2022-06-25 01:00:44.957756+00:00,nytimes,Snake Island Russian Forces
Kyiv says at least 20 dead in strike on Odessa,18,2022-07-01 14:01:00.985894+00:00,washingtonpost,Kyiv Missiles Russian
Western countries are facing growing economic pain even as sanctions are showing little impact on Russia.,19,2022-06-25 01:00:44.957756+00:00,nytimes,Sanctions Russia Default Foreign
DEFAULT DISTRESS: Western sanctions force Russia to face issue not seen in over 100 years,19,2022-06-27 14:00:21.237672+00:00,foxnews,Sanctions Russia Default Foreign
"Russian missiles hit Kyiv, shattering the capital’s relative calm",19,2022-06-27 01:01:24.602635+00:00,washingtonpost,Kyiv Missiles Russian
Boost for luxury London property prices as Russians locked in ,20,2022-06-28 14:01:42.147181+00:00,reuters,Oil Cap Russian
Photos found near bombed-out Kyiv apartment tell a family’s story,20,2022-06-27 14:01:28.742645+00:00,washingtonpost,Kyiv Missiles Russian
A Russian musician mounts a modest antiwar protest and pays the price,20,2022-06-27 01:01:24.602635+00:00,washingtonpost,Ukraine
Analysis: What the battle for Sievierodonetsk shows about the war.,20,2022-06-25 14:00:34.437725+00:00,nytimes,Snake Island Russian Forces
Oil Tanker Stopped by U.S. in Transit From Russian Port to New Orleans,21,2022-06-29 01:00:57.082317+00:00,wsj,Oil Cap Russian
Why Russian oil price cap is easier said than done ,21,2022-06-28 14:01:42.147181+00:00,reuters,Oil Cap Russian
Russia security forces detain mayor of Ukrainian city of Kherson -officials ,21,2022-06-29 01:01:34.544756+00:00,reuters,Kyiv Missiles Russian
White House says discussions have begun with India on Russia gas cap implementation ,22,2022-06-28 14:01:42.147181+00:00,reuters,Oil Cap Russian
"Indonesia’s Jokowi Visits Ukraine and Russia, Warning of Food Crisis",22,2022-07-01 01:01:01.368489+00:00,wsj,Putin Would Warns Crisis
Human rights group declares devastating Russian strike on Ukraine theater a war crime,23,2022-07-01 01:00:25.505605+00:00,foxnews,Kyiv Missiles Russian
"Putin pushes toward Russia, Belarus unifying after NATO expansion",24,2022-07-01 14:00:27.050863+00:00,foxnews,Nato Russia China Readiness
"Putin tells Western leaders to stop 'abusing alcohol,' says they would look 'disgusting' shirtless",24,2022-06-30 14:00:29.821248+00:00,foxnews,Putin Would Warns Crisis
Russia warns West: Don't take your assets in our country for granted ,25,2022-06-29 14:01:45.906852+00:00,reuters,Sanctions Russia Default Foreign
"Robinhood’s reversal, Russian oil cap: podcast ",25,2022-06-30 14:01:42.725913+00:00,reuters,Oil Cap Russian
"Tycoon Deripaska casts doubt on Russia quest for ""victory"" in Ukraine ",25,2022-06-28 14:01:42.147181+00:00,reuters,Ukraine
Britain sanctions Russian oligarch Vladimir Potanin ,26,2022-06-29 14:01:45.906852+00:00,reuters,Sanctions Russia Default Foreign
G7 agrees to explore cap on Russian oil price ,26,2022-06-28 14:01:42.147181+00:00,reuters,Oil Cap Russian
Ex-Formula One chief Bernie Ecclestone would ‘take a bullet’ for Putin,26,2022-06-30 14:00:59.569053+00:00,washingtonpost,Putin Would Warns Crisis
Biden says G-7 will ban Russian gold imports over war on Ukraine,26,2022-06-26 14:00:27.740719+00:00,foxnews,Adopt Oil Spigots Ukraine Expected
"G7’s Russia cap could send oil prices up, not down ",27,2022-06-30 01:01:36.293582+00:00,reuters,Oil Cap Russian
"Those 300,000 high-readiness NATO troops? ‘Concept,’ not reality.",28,2022-06-30 01:00:52.623485+00:00,washingtonpost,Nato Russia China Readiness
NATO to boost high-readiness forces in ‘biggest overhaul’ since Cold War,30,2022-06-27 14:01:28.742645+00:00,washingtonpost,Nato Russia China Readiness
"Russian missiles kill one and wound five in Kyiv, Ukraine says ",30,2022-06-26 14:01:42.817641+00:00,reuters,Kyiv Missiles Russian
Ukraine and Russia: What you need to know right now ,30,2022-06-28 14:01:42.147181+00:00,reuters,Ukraine
"As a City Falls, Ukraine’s Last Hope in Luhansk Province Falls With It",0,2022-07-04 01:00:38.514685+00:00,nytimes,Ukraine Russia War
"Russia claims capture of Lysychansk, key for control of Ukraine’s east",1,2022-07-03 14:00:52.220174+00:00,washingtonpost,Ukraine Russia War
Russia’s victory in Lysychansk means it can regroup before pushing further south and west. Catch up on Ukraine news.,1,2022-07-04 01:00:38.514685+00:00,nytimes,Ukraine Russia War
Russia’s Grinding Approach Brings Gains in Eastern Ukraine,2,2022-07-04 14:00:41.449862+00:00,nytimes,Ukraine Russia War
Four people were killed by explosions in a Russian city just north of Ukraine.,2,2022-07-04 01:00:38.514685+00:00,nytimes,Ukraine Russia War
"Kyiv accuses Moscow of ‘deliberate terror,’ asks Turkey to detain grain ship",2,2022-07-02 14:00:57.159350+00:00,washingtonpost,Ukraine Russia War
New rocket systems from U.S. change calculus on Ukrainian front lines,3,2022-07-02 01:01:05.302804+00:00,washingtonpost,Ukraine Russia War
"Antony Blinken challenged G20 to hold Russia accountable, senior U.S. official says ",3,2022-07-08 14:01:30.645826+00:00,reuters,Ukraine Russia War
"In Ukraine, U.S. Veterans Step In Where the Military Will Not",3,2022-07-04 14:00:41.449862+00:00,nytimes,Ukraine Russia War
Russia Claims to Seize City Key to Its Ambitions in Eastern Ukraine,4,2022-07-03 14:00:34.798752+00:00,nytimes,Ukraine Russia War
Ukraine’s last hope in Luhansk Province fell with Lysychansk.,4,2022-07-04 14:00:41.449862+00:00,nytimes,Ukraine Russia War
"Russia Advances Behind Brutal Barrage, but Will Its Strategy Keep Working?",5,2022-07-05 01:00:36.001473+00:00,nytimes,Ukraine Russia War
Russian Army Turns Ukraine Nuclear Plant Into a Base,5,2022-07-06 01:01:05.722384+00:00,wsj,Ukraine Russia War
Video Investigation: Russia Is Using a Secret Network to Steal Ukraine Grain,5,2022-07-07 14:01:53.300458+00:00,wsj,Ukraine Russia War
"Ukraine War Lessons: You Can’t Hide, Weapons Stockpiles Are Essential",5,2022-07-05 01:01:00.852071+00:00,wsj,Ukraine Russia War
Russia turns focus toward Donetsk after fall of Lysychansk,5,2022-07-04 14:00:58.298253+00:00,washingtonpost,Ukraine Russia War
Investigators of War Crimes in Ukraine Face Formidable Challenges,5,2022-07-03 14:00:34.798752+00:00,nytimes,Ukraine Russia War
Sanctions Threaten Russia's Next Huge Oil Field,5,2022-07-05 14:01:07.663476+00:00,wsj,Ukraine Russia War
Russia’s Tactical Shift in Ukraine Raises Prospect of Protracted War,5,2022-07-06 14:01:02.993286+00:00,wsj,Ukraine Russia War
Russia Celebrates Gains as Ukraine Braces for Next Offensive,6,2022-07-05 14:00:32.935812+00:00,nytimes,Ukraine Russia War
7 things to know today: A key Ukrainian city falls; police shooting; abortion data risks; extreme heat; and more,6,2022-07-04 14:00:58.298253+00:00,washingtonpost,Ukraine Russia War
Here’s how a U.S. military base in Illinois helps keep weapons flowing to Ukraine.,6,2022-07-03 14:00:34.798752+00:00,nytimes,Ukraine Russia War
War helps Russian nickel king expand his realm ,6,2022-07-07 01:01:40.565211+00:00,reuters,Ukraine Russia War
"After Russian Strikes in Donetsk, Officials Warn of Fuller Assault",6,2022-07-08 01:00:42.167912+00:00,nytimes,Ukraine Russia War
Russian lawmaker threatens Alaska may be reclaimed,6,2022-07-07 14:01:46.165247+00:00,washingtonexaminer,Ukraine Russia War
"In Vladimir Putin’s Russia, the Arrests Are Spreading Quickly and Widely",6,2022-07-05 01:00:36.001473+00:00,nytimes,Ukraine Russia War
Russia says it controls key city of Lysychansk in conquest of eastern Ukraine,6,2022-07-04 01:00:56.436971+00:00,washingtonpost,Ukraine Russia War
"The pace of Russia’s strikes on civilian targets, often with Soviet-era missiles, is picking up, analysts said.",7,2022-07-03 14:00:34.798752+00:00,nytimes,Ukraine Russia War
Russia Sanctions Meet Their Toughest Test at Europe’s Largest Port,7,2022-07-08 14:00:40.720620+00:00,nytimes,Ukraine Russia War
Putin warns US for punishing Russia,7,2022-07-08 01:00:30.094698+00:00,foxnews,Ukraine Russia War
"Mines, Port Damage Threaten Revival of Ukraine Grain Route",7,2022-07-02 14:01:04.754388+00:00,wsj,Ukraine Russia War
"Russia Claims Control of Luhansk, Showing How Tide of War Has Shifted",7,2022-07-03 14:00:59.022579+00:00,wsj,Ukraine Russia War
Ukraine’s Allies Talk Rebuilding as Zelensky Vows to Retake East,7,2022-07-04 14:01:05.425510+00:00,wsj,Ukraine Russia War
Belarusian president: Time for a 'moral cleansing' in Europe,7,2022-07-06 14:00:47.030898+00:00,washingtonexaminer,Ukraine Russia War
‘Get the Stretcher!’ Life and Death on Ukraine’s Front Line.,7,2022-07-05 14:00:32.935812+00:00,nytimes,Ukraine Russia War
"Russia is advancing behind a brutal barrage, but will its strategy keep working?",8,2022-07-05 14:00:32.935812+00:00,nytimes,Ukraine Russia War
Trio of assassination attempts targeting pro-Russian officials suggests growing resistance movement in Ukraine,8,2022-07-02 01:00:45.990837+00:00,cnn,Ukraine Russia War
Ukraine War Lessons: You Can’t Hide and Weapons Stockpiles Are Essential,8,2022-07-04 14:01:05.425510+00:00,wsj,Ukraine Russia War
"Deep in the eastern Ukrainian forest, this group of volunteers waits as Russia creeps closer",8,2022-07-02 14:00:39.211878+00:00,cnn,Ukraine Russia War
"Russia Intensifies Shelling in Ukraine’s East, Signaling Next Offensive",8,2022-07-06 01:00:39.602034+00:00,nytimes,Ukraine Russia War
"In Russia’s Biggest Cities, Ukraine War Fades to Background Noise",8,2022-07-02 01:01:13.659237+00:00,wsj,Ukraine Russia War
Russia’s Foreign Minister Accuses West of ‘Blatant Russophobia’,8,2022-07-08 14:00:40.720620+00:00,nytimes,Ukraine Russia War
Kirby: U.S. won't push Ukraine to make Russia peace deal,8,2022-07-04 14:00:50.134373+00:00,washingtonexaminer,Ukraine Russia War
"Ukrainian athlete convinced his parents to leave Bucha before Russian tanks rolled in, now he's helping save others",8,2022-07-03 01:00:39.478352+00:00,cnn,Ukraine Russia War
"As the war raged on, world leaders discussed the cost of rebuilding Ukraine.",8,2022-07-05 01:00:36.001473+00:00,nytimes,Ukraine Russia War
Russia Says It Is Open to Grain Export Talks,9,2022-07-08 14:01:07.602396+00:00,wsj,Ukraine Russia War
The price that Russia may demand for imprisoned Americans may be rising by the day,9,2022-07-07 14:01:42.446215+00:00,cnn,Ukraine Russia War
"Advanced U.S. Arms Make a Mark in the Russia-Ukraine War, Officials Say",9,2022-07-02 01:00:43.164503+00:00,nytimes,Ukraine Russia War
An American’s Murky Path From Russian Propagandist to Jan. 6,9,2022-07-03 14:00:34.798752+00:00,nytimes,Ukraine Russia War
Zelensky says Western artillery received is 'working very powerfully',9,2022-07-07 01:00:37.690731+00:00,cnn,Ukraine Russia War
How Russia Dodged Blame on 8 Attacks That Targeted Civilians,10,2022-07-03 01:00:38.547876+00:00,nytimes,Ukraine Russia War
What It Will Take to Supply Ukraine for the Long Haul,10,2022-07-08 01:01:06.964628+00:00,wsj,Ukraine Russia War
How the Russian Media Spread False Claims About Ukrainian Nazis,10,2022-07-02 14:00:37.833963+00:00,nytimes,Ukraine Russia War
Death Toll Rises to 21 in Missile Strikes Near Odesa,10,2022-07-02 01:00:43.164503+00:00,nytimes,Ukraine Russia War
Zelensky says Ukraine will not give up territory for peace with Russia,10,2022-07-08 14:00:40.482966+00:00,cnn,Ukraine Russia War
"Orchestras Rethink ‘1812 Overture,’ a July 4 Rite, Amid Ukraine War",10,2022-07-04 14:00:41.449862+00:00,nytimes,Ukraine Russia War
See the weapon that is 'helping Ukraine stay in the fight',10,2022-07-07 01:00:37.690731+00:00,cnn,Ukraine Russia War
"In interview, Zelensky describes his hope for how the war ends, admits Ukraine can’t get all its land back",11,2022-07-08 14:00:50.910319+00:00,washingtonexaminer,Ukraine Russia War
German chancellor: Putin has resources to continue Ukraine war for 'long time',11,2022-07-04 14:00:50.134373+00:00,washingtonexaminer,Ukraine Russia War
Russia using Ukrainian nuclear plant to shield heavy artillery: Report,11,2022-07-07 14:01:46.165247+00:00,washingtonexaminer,Ukraine Russia War
Ukraine war causalities 'piling up on both sides': Military expert,11,2022-07-03 01:00:27.260010+00:00,foxnews,Ukraine Russia War
LIVE UPDATES NATO formally begins process of ratifying membership of Sweden and Finland,11,2022-07-05 14:00:44.071692+00:00,cnn,Ukraine Russia War
"Russian strikes with Soviet weapons pushed up the civilian death toll in recent weeks, Ukraine said. Follow updates.",11,2022-07-03 01:00:38.547876+00:00,nytimes,Ukraine Russia War
Zelenskyy knows he has international support: Kirby,11,2022-07-07 01:00:26.511159+00:00,foxnews,Ukraine Russia War
"See where Ukraine has staged a string of successful counterattacks in the south, a critical front in the war.",12,2022-07-02 01:00:43.164503+00:00,nytimes,Ukraine Russia War
"For Foreign Fighters in Ukraine, a War Unlike Any They’ve Seen",12,2022-07-07 14:00:39.621314+00:00,nytimes,Ukraine Russia War
Russian missile strikes tanker that has been drifting for months in the Black Sea,12,2022-07-08 01:00:41.180846+00:00,cnn,Ukraine Russia War
"As Russia inches forward in the east, Ukraine is chipping away at its positions in the south. Follow updates.",12,2022-07-02 14:00:37.833963+00:00,nytimes,Ukraine Russia War
"Outgunned vs. undermanned, both sides face challenges as Russia seeks to capture more of Ukraine",12,2022-07-06 14:00:47.030898+00:00,washingtonexaminer,Ukraine Russia War
Russian Soldiers Ransacked Chernobyl—And Left a Parting Gift,12,2022-07-03 01:01:03.521087+00:00,wsj,Ukraine Russia War
Russia faces a more strategic Ukraine in its battle for Donetsk. Follow updates.,13,2022-07-07 14:00:39.621314+00:00,nytimes,Ukraine Russia War
Ukrainian military 'forced to withdraw' from critical city,13,2022-07-04 01:00:38.848858+00:00,cnn,Ukraine Russia War
How War in Ukraine Roiled Russia’s ‘Coolest Company’,13,2022-07-06 14:00:36.142389+00:00,nytimes,Ukraine Russia War
Zelensky says reconstruction of Ukraine goes beyond 'the restoration of the walls that we had',13,2022-07-05 01:00:37.026076+00:00,cnn,Ukraine Russia War
"Finland, Sweden in Nato is Putin’s ‘worst-case scenario’: Lt Gen Kellogg",14,2022-07-02 01:00:29.740803+00:00,foxnews,Ukraine Russia War
Biden’s Ukraine strategy risks prolonging a violent stalemate,14,2022-07-06 14:00:55.881342+00:00,washingtonpost,Ukraine Russia War
Ukrainian nonprofit founder on rescuing Ukraine's orphans,14,2022-07-07 14:00:29.973015+00:00,foxnews,Ukraine Russia War
Video shows Russian artillery falling near CNN reporter,14,2022-07-06 01:00:41.053392+00:00,cnn,Ukraine Russia War
Zelensky says Ukraine will not give up land to make peace with Russia,14,2022-07-08 01:00:41.180846+00:00,cnn,Ukraine Russia War
Russia’s War Forces Ukrainians From Their Homes in Historic Numbers,14,2022-07-06 14:00:36.142389+00:00,nytimes,Ukraine Russia War
"Live Updates Ukraine says it's fighting back in Donbas, inflicting significant casualties on Russia",14,2022-07-06 14:00:38.644879+00:00,cnn,Ukraine Russia War
Listen: A rescue mission outside Kyiv,15,2022-07-07 01:00:55.291107+00:00,washingtonpost,Ukraine Russia War
